"PPT_sum";"Tair_mean";"Tair_min";"Tair_max";"WS_mean";"RG_sum";"RHair_min";"RHair_mean";"RHair_max";"DATE"
0;10.11;8.476;13.76;3.912;6.916;60.9;77.3502709521772;86.3589007456635;"01/01/2006"
0;7.844;4.783;10.14;0.9331;7.105;67.4;79.233947826758;97.892629980465;"02/01/2006"
0.1;5.2;4.106;7.618;1.031;4.23;67.6;75.196387873252;81.1841414255674;"03/01/2006"
0;2.009;-2.76;5.278;1.603;4.606;64.21;81.1417332195705;100;"04/01/2006"
1.637;5;-2.74;6.9;1.933;0.6948;87.05;95.5032831650048;100;"05/01/2006"
0;10.16;10.18;9.658;3.925;0.7689;89.01;88.6095155008887;88.4909570216605;"06/01/2006"
14.41;9.82;7.55;11.2;7.038;1.288;89.95;80.8173635451664;94.2545906245184;"07/01/2006"
0;7.379;2.14;9.11;6.208;6.286;72.71;77.5120181950315;100;"08/01/2006"
1.15;1.888;-5.112;8.002;0.6569;6.84;52.31;83.0592089748576;100;"09/01/2006"
0;5.111;1.3;7.996;0.8132;6.286;68.3;74.6260600699856;97.7709029113499;"10/01/2006"
0;8.324;6.5;10.83;4.133;3.341;61.31;73.1782363045015;82.9116045890833;"11/01/2006"
0;3.895;2.6;7.489;6.54;7.487;43.75;59.4971447803711;65.2147302345797;"12/01/2006"
0;7.171;5.76;11.65;5.529;6.286;57.88;78.3676413380222;86.3806904434968;"13/01/2006"
0;9.3;8.476;12.49;4.989;6.84;62.58;77.6697580895631;82.1218712031165;"14/01/2006"
3.676;10.52;8.39;13.13;6.193;5.495;66.84;84.9382757927351;98.0371539370266;"15/01/2006"
3.92;10.71;9.171;12.61;8.372;7.692;53.65;67.7658136469768;75.1343170617258;"16/01/2006"
0.1;8.129;6.848;11.78;7.245;5.842;59.56;78.9903909298459;86.2260376624924;"17/01/2006"
0;12.01;11.68;14.58;7.018;5.842;59.73;72.9586140387119;74.5662343640389;"18/01/2006"
0.1;9.333;3.791;13.14;1.593;8.625;58.79;73.4293369976148;100;"19/01/2006"
0;7.211;5.089;9.214;6.136;6.916;59.97;65.8197536661386;76.2266015298106;"20/01/2006"
1.736;9.21;6.99;13.06;7.828;3.438;68.93;89.9438207983351;100;"21/01/2006"
0;11.48;10.06;14.26;10.71;7.105;67.4;75.8725953024919;83.4007770773735;"22/01/2006"
0;10.59;7.354;12.54;7.104;4.835;58.92;69.2545888064579;86.1891158793246;"23/01/2006"
0.1;7.44;2.596;11.54;2.157;8.481;66.88;82.7148845853149;100;"24/01/2006"
0;8.553;6.328;12.55;2.642;8.481;68.48;91.6166506584417;100;"25/01/2006"
0;11.18;9.84;12.73;1.933;6.84;81.92;92.5258362420023;100;"26/01/2006"
0.1;9.7;7.604;11.66;1.338;7.487;70.63;83.4082760982328;96.1397873068011;"27/01/2006"
0;8.22;4.94;12.73;1.332;10.02;49.97;71.4070454413625;89.5232641055107;"28/01/2006"
0.2835;9.82;4.95;15.94;2.8;6.916;50.92;79.1244312414772;100;"29/01/2006"
0;6.4;5.1;8.027;4.553;7.842;57.78;69.2068184345534;75.74124735954;"30/01/2006"
2.429;8.39;6.59;11.08;4.232;4.606;70.98;91.8959586338015;100;"31/01/2006"
33.56;9.54;8.181;9.46;3.844;0.7132;85.06;95.7563543480745;100;"01/02/2006"
0;13.81;11.73;16.24;8.966;4.324;71.39;79.9582935138024;91.640188030707;"02/02/2006"
14.44;11.04;10.06;13.07;9.257;2.325;76.13;90.7030613039319;96.833749415771;"03/02/2006"
0;9.547;8.787;12.05;5.078;6.902;53;66.6311333655774;70.1380018562614;"04/02/2006"
0.25;11.06;7.15;12.9;3.318;6.48;71.86;83.5452201928046;100;"05/02/2006"
0;8.321;3.347;16.09;0.8319;4.771;50.32;82.3367256140113;100;"06/02/2006"
3.891;6.71;6.898;7.641;1.817;0.7889;88.96;87.9784003960969;86.8477162466159;"07/02/2006"
0;3.465;2.101;6.619;2.407;9.729;58.2;65.2657413073441;71.915215343279;"08/02/2006"
0.9684;2.837;0.7434;6.428;2.693;9.454;59.41;69.1520557753758;80.3559327974985;"09/02/2006"
0;0.5623;-0.9427;4.356;5.652;9.206;45.43;69.1669473525039;77.1904565202364;"10/02/2006"
2.692;1.084;-1.226;4.563;6.631;10.95;30.1;29.8359414967731;35.3042869104985;"11/02/2006"
0.1375;0.9522;-2.358;5.593;4.319;9.005;56.63;76.3866681962957;97.3451624114434;"12/02/2006"
0;6.87;2.628;10.72;1.572;12.06;55.74;76.5075991688035;100;"13/02/2006"
2.296;7.772;2.49;12.01;3.111;4.44;61.51;83.3129465739195;100;"14/02/2006"
0.2462;6.271;5.367;6.923;1.298;1.551;88.92;92.7708034208628;98.7741718907608;"15/02/2006"
0;5.306;2.199;9.209;3.947;12.06;58.42;68.6605572029243;85.4906194398517;"16/02/2006"
0;8.72;6.354;14.52;3.493;12.43;42.8;60.5591126526119;71.1962482522933;"17/02/2006"
24.36;7.41;6.87;8.548;4.701;0.5809;95.56;100;100;"18/02/2006"
42.85;9.81;7.709;8.31;7.399;1.517;90.14;97.3417577769797;100;"19/02/2006"
4.709;10.88;11.26;11.42;2.598;1.133;95.03;99.0585223797573;96.5881536520242;"20/02/2006"
0;11.75;11.97;12.92;3.418;6.001;89.1;98.4190846765723;96.9995365193688;"21/02/2006"
0;13.73;12.26;14.46;4.225;3.469;88.02;90.6168823306261;99.7672127915301;"22/02/2006"
39.62;11.84;10.19;12.71;5.885;0.9915;93.21;100;100;"23/02/2006"
20.94;9.139;0.8332;12.05;4.412;8.063;82.74;85.846482258801;100;"24/02/2006"
38.11;4.445;2.085;7.711;4.033;2.048;82.32;100;100;"25/02/2006"
1.382;9.739;9.74;11.29;2.691;8.392;80.88;87.4319091370694;87.4260358494707;"26/02/2006"
28.55;7.75;6.151;8.39;3.611;0.29;96.01;100;100;"27/02/2006"
26.93;10.87;7.903;8.39;2.495;3.771;93.52;82.7039365574511;100;"28/02/2006"
0;7.854;4.974;11.63;1.241;10.82;65.62;82.3108896527268;100;"01/03/2006"
